transaction_id,customer_id,transaction_date,region,customer_type,product,quantity,sales_amount,discount,gst_amount,payment_method,order_status,source,support_tickets
TX023021,102624,2026-01-01,North,New,Invoice Pro,4,17275.99,0.0,3109.68,Card,Completed,Online,1
TX023022,104462,2025-03-10,West,New,Invoice Pro,5,19335.73,0.1,3480.43,Card,Completed,Online,0
TX023023,102240,2026-03-03,East,Existing,Payroll,1,7185.28,0.05,1293.35,UPI,Completed,Online,0
TX023024,101135,2025-11-25,Northeast,New,Data Analytics,5,54292.22,0.0,9772.6,UPI,Completed,Offline,3
TX023025,103118,2026-07-01,North,New,Payroll,1,5828.1,0.1,1049.06,Card,Completed,Referral,1
TX023026,101832,2025-03-05,East,Existing,Payroll,2,15025.15,0.0,2704.53,UPI,Completed,Online,2
TX023027,102121,2026-03-03,North,Existing,Payroll,1,6717.85,0.1,1209.21,Card,Completed,Referral,0
TX023028,102533,2025-08-11,Northeast,New,Invoice Pro,5,20396.75,0.0,3671.42,UPI,Completed,Online,3
TX023029,103486,2025-12-21,West,Existing,Data Analytics,2,14498.5,0.15,2609.73,UPI,Completed,Online,0
TX023030,102360,2025-12-25,West,Existing,Invoice Pro,4,17068.08,0.05,3072.25,Card,Completed,Offline,1
TX023031,103555,2025-10-16,East,New,Invoice Pro,2,7882.15,0.0,1418.79,UPI,Cancelled,Online,1
TX023032,100434,2026-03-17,South,New,GST Filing,3,4499.03,0.0,809.83,Card,Completed,Referral,1
TX023033,100280,2025-07-06,West,Existing,GST Filing,4,6525.31,0.0,1174.56,Bank Transfer,Completed,Referral,2
TX023034,101565,2026-04-02,Northeast,New,Invoice Pro,1,4156.28,0.1,748.13,Card,Completed,Offline,2
TX023035,104850,2025-05-29,East,Existing,Invoice Pro,5,22816.67,0.05,4107.0,UPI,Completed,Offline,1
TX023036,103628,2025-01-21,West,Existing,Payroll,3,18966.32,0.05,3413.94,Card,Completed,Online,1
TX023037,100852,2025-10-27,South,Existing,GST Filing,1,1819.4,0.0,327.49,UPI,Completed,Online,0
TX023038,101471,2025-08-10,East,New,Payroll,3,22695.8,0.0,4085.24,UPI,Completed,Referral,1
TX023039,102477,2025-09-29,North,New,Invoice Pro,1,3863.8,0.05,695.48,Bank Transfer,Completed,Online,0
TX023040,104343,2026-06-01,West,Existing,GST Filing,2,3174.5,0.15,571.41,UPI,Completed,Online,0
TX023041,101298,2025-10-08,Northeast,Existing,GST Filing,3,5838.96,0.0,1051.01,UPI,Completed,Referral,1
TX023042,102481,2025-09-19,East,Existing,Data Analytics,3,23753.43,0.0,4275.62,Bank Transfer,Completed,Online,0
TX023043,103620,2026-05-11,West,New,Payroll,5,34166.83,0.05,6150.03,UPI,Completed,Offline,1
TX023044,102171,2025-12-13,South,Existing,GST Filing,1,1611.1,0.0,290.0,UPI,Completed,Offline,1
TX023045,103081,2025-09-19,Northeast,Existing,GST Filing,5,-8681.23,0.0,-1562.62,Card,Refunded,Offline,1
TX023046,102441,2026-03-21,Northeast,New,GST Filing,3,5511.23,0.0,992.02,Bank Transfer,Completed,Offline,0
TX023047,102947,2025-08-16,North,New,Data Analytics,5,50701.78,0.0,9126.32,Card,Completed,Online,0
TX023048,102360,2026-06-16,East,New,Data Analytics,5,37676.5,0.15,6781.77,Bank Transfer,Cancelled,Online,1
TX023049,103973,2025-02-24,Central,Existing,GST Filing,1,1582.61,0.15,284.87,UPI,Completed,Online,0
TX023050,102493,2026-05-15,Central,Existing,Payroll,5,33979.74,0.0,6116.35,Cash,Completed,Online,1
TX023051,101053,2026-03-01,West,Existing,Invoice Pro,1,4211.82,0.0,758.13,UPI,Completed,Referral,1
TX023052,103389,2026-05-21,Northeast,New,Invoice Pro,4,18881.19,0.0,3398.61,Card,Completed,Online,1
TX023053,104643,2025-11-07,West,Existing,Payroll,5,33363.68,0.0,6005.46,UPI,Completed,Online,2
TX023054,102100,2025-07-03,Central,Existing,Payroll,2,11285.35,0.05,2031.36,UPI,Completed,Online,1
TX023055,102666,2025-09-08,North,Existing,Invoice Pro,2,6588.91,0.05,1186.0,Bank Transfer,Completed,Online,3
TX023056,102711,2025-03-10,Northeast,Existing,GST Filing,4,5456.8,0.15,982.22,Card,Completed,Online,2
TX023057,103216,2026-05-05,Northeast,New,GST Filing,3,5063.03,0.05,911.35,UPI,Completed,Online,1
TX023058,103109,2025-03-06,North,New,Payroll,3,23495.93,0.0,4229.27,Bank Transfer,Completed,Online,3
TX023059,104428,2025-09-11,South,New,Data Analytics,4,41815.47,0.0,7526.78,UPI,Completed,Online,1
TX023060,100223,2026-02-14,Central,New,GST Filing,5,9154.04,0.05,1647.73,Card,Completed,Offline,1
TX023061,100914,2026-03-02,South,New,Data Analytics,5,48498.93,0.0,8729.81,Card,Completed,Referral,0
TX023062,103616,2026-06-19,North,Existing,Data Analytics,2,18230.84,0.0,3281.55,Card,Completed,Offline,2
TX023063,103838,2026-04-10,Northeast,New,Data Analytics,1,8968.84,0.15,1614.39,Card,Completed,Offline,2
TX023064,102655,2025-02-13,North,Existing,Data Analytics,1,8140.92,0.0,1465.37,Card,Completed,Online,1
TX023065,103697,2026-04-11,South,New,Data Analytics,2,16385.18,0.05,2949.33,Card,Cancelled,Referral,0
TX023066,103352,2025-06-11,Northeast,Existing,Invoice Pro,3,12089.97,0.0,2176.19,UPI,Completed,Online,0
TX023067,101738,2026-06-28,Central,Existing,Data Analytics,4,37291.76,0.05,6712.52,UPI,Completed,Online,1
TX023068,104673,2026-02-22,North,Existing,Invoice Pro,2,9030.29,0.0,1625.45,Bank Transfer,Completed,Online,3
TX023069,102270,2025-04-08,West,Existing,Data Analytics,3,30751.82,0.0,5535.33,UPI,Completed,Online,4
TX023070,101193,2025-09-21,West,New,GST Filing,1,1701.94,0.05,306.35,Cash,Completed,Online,3
TX023071,104744,2026-01-13,South,Existing,Payroll,2,15053.89,0.0,2709.7,Card,Completed,Online,0
TX023072,103398,2026-06-04,East,Existing,Invoice Pro,1,3581.29,0.15,644.63,Card,Completed,Referral,0
TX023073,103924,2026-05-20,West,Existing,Payroll,3,15470.25,0.15,2784.64,UPI,Completed,Online,4
TX023074,102698,2026-03-19,Central,Existing,Invoice Pro,5,20552.79,0.1,3699.5,UPI,Completed,Online,0
TX023075,103521,2025-01-29,Northeast,New,GST Filing,4,6044.6,0.1,1088.03,Bank Transfer,Completed,Offline,1
TX023076,100756,2026-03-19,South,New,Invoice Pro,1,4508.17,0.0,811.47,UPI,Cancelled,Referral,3
TX023077,102369,2026-03-23,Central,New,GST Filing,1,1729.37,0.05,311.29,Bank Transfer,Completed,Online,2
TX023078,101464,2025-09-10,West,New,Invoice Pro,3,12331.01,0.0,2219.58,Card,Completed,Offline,0
TX023079,100656,2025-08-27,North,New,GST Filing,3,4571.21,0.15,822.82,Bank Transfer,Completed,Online,2
TX023080,103109,2025-04-24,West,New,Invoice Pro,4,17416.5,0.0,3134.97,Bank Transfer,Completed,Online,4
TX023081,104059,2025-02-19,South,Existing,GST Filing,4,7336.65,0.05,1320.6,Bank Transfer,Completed,Referral,1
TX023082,101901,2025-11-17,Northeast,Existing,Data Analytics,2,19238.94,0.05,3463.01,Cash,Cancelled,Online,0
TX023083,103391,2025-11-26,Northeast,New,Data Analytics,1,8563.33,0.05,1541.4,UPI,Completed,Offline,1
TX023084,104077,2025-06-04,Central,Existing,Invoice Pro,1,3737.22,0.15,672.7,UPI,Completed,Online,2
TX023085,100878,2025-12-21,Northeast,Existing,Payroll,3,18781.98,0.0,3380.76,Card,Completed,Online,2
TX023086,101846,2026-03-08,South,Existing,GST Filing,1,1745.71,0.05,314.23,Card,Completed,Online,1
TX023087,104481,2025-10-13,South,Existing,Payroll,3,17140.26,0.15,3085.25,Card,Completed,Online,1
TX023088,104844,2025-10-25,West,Existing,Invoice Pro,3,13287.04,0.0,2391.67,Bank Transfer,Completed,Online,0
TX023089,101186,2025-02-06,East,Existing,GST Filing,2,3612.76,0.05,650.3,Card,Completed,Offline,3
TX023090,100632,2026-01-25,Northeast,New,GST Filing,4,6188.27,0.1,1113.89,UPI,Completed,Online,1
TX023091,100415,2025-09-21,West,New,GST Filing,3,5628.53,0.0,1013.14,Bank Transfer,Completed,Online,0
TX023092,102569,2026-05-22,South,Existing,Data Analytics,3,26808.78,0.05,4825.58,Card,Completed,Offline,0
TX023093,103317,2026-02-03,East,Existing,Invoice Pro,1,3846.33,0.1,692.34,Cash,Completed,Online,0
TX023094,104555,2026-01-19,East,New,Payroll,1,6867.15,0.1,1236.09,Cash,Completed,Online,1
TX023095,104039,2025-09-12,North,New,Data Analytics,3,23415.24,0.05,4214.74,UPI,Completed,Online,0
TX023096,100317,2025-07-22,Central,Existing,Payroll,3,19779.13,0.0,3560.24,Cash,Completed,Online,2
TX023097,102282,2025-05-19,Central,Existing,GST Filing,1,1531.31,0.15,275.64,Bank Transfer,Completed,Online,0
TX023098,103416,2026-01-18,Northeast,Existing,Payroll,2,12778.62,0.0,2300.15,UPI,Completed,Offline,2
TX023099,103317,2025-07-28,East,New,Data Analytics,2,18596.19,0.0,3347.31,UPI,Completed,Offline,1
TX023100,103032,2025-02-10,Northeast,Existing,Payroll,3,19623.67,0.0,3532.26,Card,Completed,Online,2
TX023101,102082,2025-12-14,South,New,GST Filing,2,3192.87,0.0,574.72,UPI,Completed,Offline,0
TX023102,103513,2026-03-12,South,Existing,Payroll,4,-24266.79,0.1,-4368.02,UPI,Refunded,Online,2
TX023103,102381,2026-04-28,North,New,Data Analytics,1,8783.79,0.0,1581.08,Card,Completed,Online,1
TX023104,100889,2025-08-24,South,Existing,Data Analytics,4,35419.27,0.1,6375.47,Cash,Completed,Offline,1
TX023105,102512,2025-05-01,South,Existing,GST Filing,1,1763.56,0.0,317.44,Card,Completed,Offline,3
TX023106,103369,2025-11-21,East,Existing,Data Analytics,2,16292.2,0.0,2932.6,UPI,Completed,Online,0
TX023107,101932,2026-01-19,North,New,Invoice Pro,1,3963.4,0.05,713.41,Cash,Completed,Offline,0
TX023108,102169,2026-01-10,South,Existing,Payroll,4,21280.24,0.1,3830.44,Cash,Completed,Offline,2
TX023109,102422,2026-01-11,West,New,Payroll,4,23918.55,0.05,4305.34,Card,Completed,Offline,3
TX023110,100723,2025-01-04,South,New,Invoice Pro,3,13432.16,0.0,2417.79,Card,Completed,Offline,0
TX023111,103630,2025-08-22,East,Existing,Payroll,4,24968.16,0.1,4494.27,Card,Completed,Online,3
TX023112,103505,2026-06-12,East,Existing,Data Analytics,5,49252.98,0.0,8865.54,Card,Completed,Online,0
TX023113,100361,2025-02-27,Central,Existing,GST Filing,1,1599.27,0.0,287.87,UPI,Completed,Online,0
TX023114,101040,2025-03-05,North,New,Data Analytics,4,36274.27,0.0,6529.37,UPI,Completed,Online,1
TX023115,102022,2025-02-26,South,Existing,Invoice Pro,2,7861.28,0.0,1415.03,Card,Completed,Referral,1
TX023116,101371,2025-04-10,South,Existing,Data Analytics,1,9149.82,0.05,1646.97,UPI,Completed,Online,2
TX023117,102165,2025-12-29,Central,Existing,Invoice Pro,2,9365.15,0.0,1685.73,UPI,Completed,Referral,0
TX023118,102315,2025-02-20,South,Existing,GST Filing,3,5220.42,0.0,939.68,UPI,Completed,Referral,1
TX023119,102171,2025-08-22,South,Existing,Data Analytics,4,41723.91,0.0,7510.3,Bank Transfer,Completed,Referral,2
TX023120,103639,2025-05-27,South,New,GST Filing,5,8404.35,0.0,1512.78,UPI,Completed,Online,1
TX023121,102325,2025-06-05,South,Existing,GST Filing,5,8613.71,0.05,1550.47,Bank Transfer,Completed,Offline,1
TX023122,101357,2025-10-10,South,Existing,Data Analytics,1,9541.82,0.0,1717.53,Bank Transfer,Completed,Online,2
TX023123,101371,2026-03-09,South,New,GST Filing,2,3257.14,0.1,586.29,Card,Completed,Offline,3
TX023124,103957,2025-11-04,West,Existing,GST Filing,5,8469.3,0.0,1524.47,UPI,Completed,Offline,0
TX023125,102360,2026-04-09,Northeast,Existing,GST Filing,2,3804.57,0.1,684.82,UPI,Completed,Online,1
TX023126,102377,2025-01-17,South,Existing,Data Analytics,2,18889.55,0.05,3400.12,UPI,Completed,Online,3
TX023127,100016,2026-03-07,South,New,GST Filing,4,6534.88,0.1,1176.28,Card,Completed,Online,3
TX023128,104198,2026-02-18,West,Existing,GST Filing,4,7049.24,0.05,1268.86,Bank Transfer,Completed,Online,1
TX023129,102073,2026-04-21,North,New,Payroll,4,28110.51,0.05,5059.89,Cash,Completed,Online,1
TX023130,104716,2026-04-09,West,New,Payroll,2,13750.61,0.05,2475.11,Cash,Completed,Online,1
TX023131,100154,2025-01-03,West,Existing,Data Analytics,1,8812.84,0.0,1586.31,Cash,Completed,Offline,1
TX023132,100427,2025-10-24,Northeast,New,GST Filing,3,4591.87,0.1,826.54,UPI,Completed,Offline,1
TX023133,101120,2025-10-04,Central,New,GST Filing,5,9742.82,0.0,1753.71,Card,Completed,Offline,2
TX023134,100438,2025-03-17,Central,Existing,Invoice Pro,3,9897.55,0.1,1781.56,Cash,Completed,Online,0
TX023135,103246,2025-04-15,Central,New,Payroll,1,6549.08,0.1,1178.83,UPI,Completed,Online,0
TX023136,104511,2026-05-19,Northeast,Existing,GST Filing,1,1914.49,0.0,344.61,Card,Completed,Online,1
TX023137,102912,2025-01-23,North,New,GST Filing,3,5228.26,0.0,941.09,UPI,Completed,Offline,1
TX023138,102320,2026-06-28,Northeast,Existing,GST Filing,3,5572.95,0.0,1003.13,UPI,Completed,Referral,2
TX023139,104764,2025-08-19,Central,Existing,Invoice Pro,2,7582.59,0.05,1364.87,UPI,Completed,Offline,0
TX023140,101080,2025-10-24,Northeast,Existing,Data Analytics,1,7624.36,0.1,1372.38,UPI,Cancelled,Offline,1
TX023141,102093,2026-03-26,Central,New,GST Filing,3,5544.2,0.0,997.96,Bank Transfer,Completed,Online,2
TX023142,102287,2026-06-22,North,Existing,Invoice Pro,4,16583.3,0.0,2984.99,UPI,Completed,Online,0
TX023143,104352,2025-03-31,South,New,Payroll,5,31205.73,0.1,5617.03,Card,Completed,Online,2
TX023144,103797,2025-03-04,South,Existing,GST Filing,5,8579.2,0.0,1544.26,Bank Transfer,Completed,Referral,0
TX023145,104718,2026-06-27,North,Existing,Invoice Pro,1,3488.1,0.1,627.86,Bank Transfer,Completed,Online,1
TX023146,101694,2025-09-30,South,Existing,Data Analytics,2,15877.3,0.1,2857.91,Bank Transfer,Completed,Online,1
TX023147,100726,2026-06-07,South,New,Invoice Pro,3,10779.47,0.15,1940.3,Card,Completed,Offline,0
TX023148,102416,2025-09-20,Northeast,Existing,Invoice Pro,4,15342.05,0.0,2761.57,UPI,Completed,Referral,0
TX023149,104966,2026-05-26,North,Existing,Invoice Pro,5,18957.49,0.1,3412.35,UPI,Completed,Offline,0
TX023150,103998,2026-03-13,West,New,Invoice Pro,2,7170.6,0.1,1290.71,UPI,Completed,Referral,2
TX023151,100477,2025-01-20,South,New,Data Analytics,2,17056.55,0.05,3070.18,UPI,Completed,Offline,0
TX023152,103579,2025-11-10,South,Existing,Payroll,4,26318.65,0.0,4737.36,Cash,Completed,Referral,3
TX023153,103919,2025-08-02,South,Existing,Data Analytics,2,18128.49,0.1,3263.13,Card,Completed,Referral,1
TX023154,100979,2026-05-31,West,Existing,Data Analytics,5,48517.83,0.05,8733.21,UPI,Completed,Offline,3
TX023155,103783,2025-10-11,East,Existing,Payroll,4,28505.84,0.0,5131.05,Cash,Completed,Online,1
TX023156,102453,2025-03-17,South,Existing,Payroll,3,20147.13,0.0,3626.48,UPI,Completed,Online,2
TX023157,101249,2025-06-07,Northeast,New,Payroll,2,13533.61,0.1,2436.05,UPI,Completed,Online,2
TX023158,103199,2026-04-17,South,Existing,GST Filing,2,3351.28,0.05,603.23,Bank Transfer,Completed,Online,2
TX023159,103634,2025-03-05,Northeast,Existing,Invoice Pro,1,4279.06,0.0,770.23,Bank Transfer,Completed,Offline,1
TX023160,101141,2025-09-08,East,Existing,Invoice Pro,5,19054.04,0.05,3429.73,UPI,Completed,Online,3
TX023161,100159,2025-11-22,North,Existing,Data Analytics,3,28293.17,0.05,5092.77,UPI,Completed,Referral,2
TX023162,103999,2025-07-20,Central,Existing,GST Filing,4,7719.01,0.0,1389.42,UPI,Completed,Online,0
TX023163,102677,2026-04-19,South,New,Invoice Pro,2,7756.26,0.05,1396.13,Bank Transfer,Completed,Referral,1
TX023164,103327,2025-01-25,South,New,GST Filing,4,6530.15,0.0,1175.43,Bank Transfer,Completed,Referral,0
TX023165,101435,2025-11-08,West,Existing,Payroll,5,32881.69,0.05,5918.7,UPI,Completed,Online,1
TX023166,100161,2025-05-14,South,Existing,GST Filing,4,7813.86,0.0,1406.49,UPI,Completed,Online,2
TX023167,102698,2026-03-06,South,New,Payroll,2,10743.28,0.1,1933.79,Card,Completed,Online,1
TX023168,101693,2025-10-08,East,Existing,Invoice Pro,3,13346.99,0.0,2402.46,Bank Transfer,Cancelled,Online,2
TX023169,100441,2026-05-08,North,Existing,Data Analytics,5,46977.66,0.0,8455.98,Bank Transfer,Completed,Referral,1
TX023170,101134,2025-02-25,Northeast,Existing,Data Analytics,5,51560.7,0.0,9280.93,UPI,Completed,Online,1
TX023171,102861,2025-01-27,South,New,Data Analytics,1,8906.07,0.0,1603.09,UPI,Completed,Online,1
TX023172,103494,2026-04-03,West,Existing,Data Analytics,1,8565.4,0.0,1541.77,Bank Transfer,Completed,Online,1
TX023173,101179,2025-10-12,East,Existing,GST Filing,4,6651.14,0.1,1197.21,UPI,Completed,Offline,2
TX023174,101303,2025-04-15,West,Existing,GST Filing,2,3492.55,0.0,628.66,UPI,Completed,Online,3
TX023175,101413,2025-12-03,West,Existing,Invoice Pro,1,4322.65,0.0,778.08,UPI,Completed,Offline,0
TX023176,101443,2026-01-05,North,Existing,GST Filing,5,7780.02,0.05,1400.4,UPI,Cancelled,Offline,1
TX023177,100180,2025-04-29,South,New,Payroll,1,7091.74,0.0,1276.51,UPI,Completed,Referral,1
TX023178,102172,2026-01-19,West,Existing,Invoice Pro,2,-8718.63,0.0,-1569.35,UPI,Refunded,Online,0
TX023179,102086,2025-03-05,West,New,Invoice Pro,3,13083.95,0.0,2355.11,Bank Transfer,Completed,Offline,1
TX023180,101146,2025-01-22,South,New,Invoice Pro,3,11688.01,0.1,2103.84,Card,Completed,Online,0
TX023181,104261,2025-12-31,Central,Existing,Payroll,4,24756.04,0.05,4456.09,Cash,Completed,Online,0
TX023182,101958,2025-11-08,West,Existing,Data Analytics,3,22784.6,0.15,4101.23,UPI,Cancelled,Offline,0
TX023183,101992,2025-04-01,West,New,Invoice Pro,2,7384.91,0.0,1329.28,Card,Completed,Referral,2
TX023184,101400,2026-05-16,Central,Existing,GST Filing,4,6864.14,0.0,1235.55,UPI,Completed,Online,1
TX023185,103796,2026-01-11,Northeast,Existing,GST Filing,1,1713.03,0.1,308.35,Card,Completed,Online,0
TX023186,101932,2025-06-15,South,New,Invoice Pro,5,18103.21,0.0,3258.58,Bank Transfer,Completed,Offline,2
TX023187,103578,2025-12-07,West,New,Payroll,4,24603.55,0.1,4428.64,UPI,Completed,Referral,0
TX023188,101365,2026-03-05,North,Existing,GST Filing,1,1615.59,0.05,290.81,Bank Transfer,Completed,Offline,2
TX023189,100964,2025-01-20,Central,New,Payroll,4,28002.53,0.05,5040.46,Bank Transfer,Completed,Online,2
TX023190,103336,2025-09-25,South,New,GST Filing,4,7815.58,0.0,1406.8,UPI,Completed,Offline,0
TX023191,102478,2025-09-28,West,Existing,GST Filing,1,1544.5,0.15,278.01,UPI,Completed,Online,3
TX023192,102564,2026-01-01,Northeast,New,Data Analytics,5,48297.73,0.05,8693.59,Card,Completed,Offline,1
TX023193,103796,2025-07-27,West,Existing,GST Filing,3,5420.77,0.0,975.74,Bank Transfer,Completed,Online,1
TX023194,103784,2026-02-08,West,New,GST Filing,3,4951.7,0.05,891.31,UPI,Completed,Online,1
TX023195,104403,2025-04-27,North,Existing,GST Filing,4,6485.2,0.05,1167.34,UPI,Completed,Online,2
TX023196,102565,2025-01-04,North,Existing,GST Filing,5,9508.46,0.0,1711.52,Card,Completed,Offline,4
TX023197,104915,2025-10-06,North,New,Invoice Pro,2,9217.24,0.05,1659.1,Cash,Completed,Online,0
TX023198,100313,2025-08-28,South,Existing,Data Analytics,1,6901.87,0.1,1242.34,Bank Transfer,Completed,Referral,0
TX023199,100368,2026-05-05,South,Existing,Invoice Pro,5,19985.52,0.0,3597.39,Bank Transfer,Completed,Online,3
TX023200,104034,2026-03-17,Northeast,New,Data Analytics,3,28849.54,0.0,5192.92,UPI,Completed,Online,1
TX023201,104873,2026-02-02,West,Existing,Data Analytics,1,7956.91,0.05,1432.24,Bank Transfer,Completed,Referral,0
TX023202,104789,2025-03-03,Northeast,Existing,Invoice Pro,2,-8674.46,0.0,-1561.4,UPI,Refunded,Online,2
TX023203,101622,2026-02-26,South,Existing,Data Analytics,3,26119.97,0.1,4701.59,Bank Transfer,Completed,Offline,4
TX023204,100451,2026-04-10,North,Existing,GST Filing,4,5984.91,0.05,1077.28,Card,Completed,Referral,2
TX023205,103384,2026-02-28,East,Existing,Payroll,3,22495.33,0.0,4049.16,Cash,Completed,Offline,1
TX023206,101892,2025-10-09,North,Existing,GST Filing,3,5175.65,0.05,931.62,Bank Transfer,Completed,Offline,1
TX023207,103379,2025-06-16,West,New,Data Analytics,4,35719.35,0.0,6429.48,UPI,Completed,Referral,2
TX023208,102195,2025-03-24,East,Existing,Invoice Pro,1,3511.29,0.15,632.03,Bank Transfer,Completed,Offline,0
TX023209,100027,2025-06-30,North,Existing,GST Filing,4,7413.92,0.0,1334.51,Card,Completed,Offline,2
TX023210,101340,2026-04-20,North,Existing,Data Analytics,1,8874.17,0.0,1597.35,UPI,Completed,Offline,2
TX023211,103131,2026-02-07,Northeast,Existing,GST Filing,3,5276.41,0.05,949.75,Card,Completed,Online,0
TX023212,103975,2025-07-03,South,New,Invoice Pro,2,8741.21,0.0,1573.42,UPI,Completed,Online,1
TX023213,104551,2025-02-12,North,Existing,GST Filing,4,6740.51,0.0,1213.29,Card,Completed,Online,1
TX023214,103817,2025-02-15,South,Existing,Invoice Pro,2,5684.94,0.15,1023.29,Bank Transfer,Completed,Online,0
TX023215,102806,2025-05-23,Northeast,New,Payroll,3,19347.52,0.0,3482.55,Card,Completed,Offline,0
TX023216,101037,2025-06-24,North,New,Invoice Pro,1,3923.75,0.0,706.28,Card,Completed,Online,1
TX023217,100272,2025-07-10,Central,Existing,Data Analytics,3,29407.75,0.0,5293.4,UPI,Completed,Online,3
TX023218,102194,2026-06-01,South,Existing,Payroll,1,5140.35,0.05,925.26,UPI,Completed,Referral,1
TX023219,102713,2025-08-22,Central,New,Invoice Pro,3,11188.05,0.05,2013.85,Card,Completed,Online,0
TX023220,104941,2025-04-29,West,Existing,Invoice Pro,1,4519.41,0.0,813.49,Card,Completed,Referral,1
TX023221,104124,2026-01-22,North,New,GST Filing,4,5959.16,0.0,1072.65,Bank Transfer,Completed,Offline,0
TX023222,103095,2025-01-31,North,Existing,Invoice Pro,3,10497.33,0.15,1889.52,UPI,Completed,Online,0
TX023223,104583,2026-04-22,North,Existing,Data Analytics,5,44941.15,0.15,8089.41,Bank Transfer,Completed,Online,1
TX023224,103509,2026-02-24,South,New,Data Analytics,3,31270.82,0.0,5628.75,UPI,Completed,Online,1
TX023225,102445,2025-12-21,East,New,Payroll,2,12977.68,0.0,2335.98,Bank Transfer,Completed,Online,1
TX023226,100713,2025-09-05,South,Existing,Payroll,5,28413.68,0.0,5114.46,Bank Transfer,Completed,Online,1
TX023227,101599,2025-10-27,West,New,GST Filing,2,4142.28,0.0,745.61,UPI,Cancelled,Offline,1
TX023228,103915,2025-07-06,South,New,Payroll,4,25013.52,0.1,4502.43,UPI,Completed,Online,2
TX023229,104254,2025-10-15,Central,Existing,Invoice Pro,3,11149.67,0.05,2006.94,UPI,Completed,Offline,3
TX023230,101888,2026-07-02,East,Existing,Payroll,3,19835.63,0.0,3570.41,Card,Completed,Online,2
TX023231,104603,2025-08-13,East,Existing,GST Filing,4,7637.16,0.0,1374.69,UPI,Completed,Offline,0
TX023232,104599,2025-09-04,North,Existing,Invoice Pro,5,19920.38,0.0,3585.67,Card,Completed,Online,0
TX023233,100296,2026-03-28,East,Existing,Data Analytics,4,35967.25,0.0,6474.1,Bank Transfer,Completed,Online,0
TX023234,103171,2025-04-13,South,Existing,Invoice Pro,1,4248.71,0.0,764.77,UPI,Completed,Referral,4
TX023235,102735,2026-06-20,West,New,Invoice Pro,1,4355.15,0.05,783.93,Cash,Completed,Online,1
TX023236,103174,2025-10-29,South,Existing,Data Analytics,4,40545.77,0.0,7298.24,Card,Completed,Online,0
TX023237,100114,2025-08-04,West,New,Payroll,5,35335.27,0.0,6360.35,UPI,Completed,Online,2
TX023238,104206,2025-05-16,South,Existing,Data Analytics,5,45023.44,0.05,8104.22,Card,Completed,Online,2
TX023239,104510,2026-02-27,East,New,Payroll,2,12414.53,0.1,2234.62,Cash,Completed,Online,2
TX023240,103749,2025-12-04,West,Existing,Payroll,2,13211.75,0.05,2378.11,Cash,Completed,Online,3
TX023241,102182,2025-01-20,West,Existing,Payroll,2,13868.72,0.0,2496.37,Card,Completed,Referral,1
TX023242,102945,2025-01-24,Northeast,Existing,Payroll,1,6301.25,0.05,1134.22,UPI,Completed,Online,1
TX023243,100848,2025-04-29,Central,Existing,GST Filing,2,3862.75,0.0,695.3,Card,Completed,Offline,0
TX023244,100468,2025-04-26,South,New,GST Filing,3,5597.88,0.0,1007.62,Cash,Completed,Online,1
TX023245,104334,2025-02-28,Central,Existing,Payroll,5,29537.18,0.15,5316.69,UPI,Completed,Online,0
TX023246,102529,2025-07-23,South,Existing,Invoice Pro,1,3705.73,0.1,667.03,Bank Transfer,Completed,Offline,1
TX023247,101639,2025-08-28,West,Existing,Payroll,4,27617.63,0.0,4971.17,Card,Completed,Offline,0
TX023248,103409,2026-06-30,West,Existing,GST Filing,2,3314.01,0.05,596.52,UPI,Completed,Offline,1
TX023249,103783,2025-02-22,North,New,Payroll,3,21651.0,0.0,3897.18,Bank Transfer,Completed,Online,5
TX023250,102684,2025-10-21,South,Existing,Data Analytics,4,28768.83,0.1,5178.39,UPI,Completed,Referral,0
TX023251,101086,2026-02-17,Northeast,Existing,GST Filing,1,1686.67,0.0,303.6,Card,Cancelled,Online,0
TX023252,100665,2025-12-21,Central,New,Data Analytics,1,9501.38,0.0,1710.25,UPI,Completed,Online,1
TX023253,103978,2026-01-18,West,New,Payroll,4,24634.03,0.0,4434.13,Card,Completed,Referral,3
TX023254,100557,2025-11-12,South,New,Data Analytics,1,9343.99,0.0,1681.92,UPI,Completed,Offline,0
TX023255,103013,2026-03-07,South,New,Invoice Pro,1,4021.46,0.0,723.86,Bank Transfer,Completed,Online,1
TX023256,102437,2025-02-26,South,New,GST Filing,2,3479.96,0.05,626.39,Bank Transfer,Completed,Online,4
TX023257,101112,2025-10-09,South,New,Invoice Pro,2,8432.7,0.05,1517.89,Card,Completed,Offline,1
TX023258,103033,2025-01-15,Northeast,New,Payroll,3,19721.76,0.0,3549.92,Card,Completed,Online,0
TX023259,101995,2025-04-27,East,Existing,Invoice Pro,1,3892.37,0.0,700.63,Bank Transfer,Completed,Offline,1
TX023260,104979,2025-04-30,Central,Existing,GST Filing,2,4047.13,0.0,728.48,Cash,Completed,Online,2
TX023261,103326,2025-07-03,Northeast,Existing,Payroll,2,10100.68,0.1,1818.12,Bank Transfer,Completed,Online,2
TX023262,103375,2025-03-05,West,New,GST Filing,4,7321.01,0.0,1317.78,Card,Completed,Offline,0
TX023263,101293,2025-09-25,North,Existing,GST Filing,4,7618.8,0.0,1371.38,Bank Transfer,Completed,Referral,1
